Video_filepath,Labelled,Camera_Matrix,Distortion_Coefficients,Rotation_Matrix,Translation_Vector,External_Light,Current,Travel_speed,Width_mm
video\250312-110206-video_1.mp4,TRUE,"[2.2500928027669613, 0.0, 219.34203918540916, 0.0, 1.2598537275501822, 187.18615359235986, 0.0, 0.0, 1.0]","[1.688635463724533, 0.03436223698787115, 3.6406414229389763, 1.7610146047183692, -0.0009317816730461993]","[-0.9873611753723371, 0.04083499118686961, -0.15313527634782656, 0.148786546495383, -0.09400921388322658, -0.9843905887842666, -0.05459370796469274, -0.9947335176819097, 0.08674535060070854]","[3.8177736010932346, -7.828713393248116, 8.342412100049238]",TRUE,200,2.7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.6, 6.6, 6.5, 7.0, 7.0, 7.0, 7.5, 7.3, 7.5, 7.7, 7.8, 7.7, 7.9, 8.1, 8.1, 8.3, 8.2, 8.2, 8.7, 8.2, 8.7, 9.1, 8.7, 8.9, 8.9, 8.9, 9.1, 9.1, 9.2, 9.1, 9.3, 9.4, 9.2, 9.6, 9.4, 9.3, 9.4, 9.7, 9.3, 9.4, 9.7, 9.2, 9.4, 9.9, 9.6, 9.6, 9.7, 9.8, 9.8, 9.9, 9.4, 9.6, 9.7, 9.4, 9.6, 9.7, 9.7, 9.8, 9.9, 10.2, 9.9, 9.7, 9.7, 9.6, 9.7, 9.8, 9.7, 9.7, 10.1, 10.2, 9.9, 10.1, 9.8, 9.8, 9.8, 9.9, 10.2, 9.9, 9.8, 9.8, 10.1, 9.9, 9.8, 9.7, 9.9, 9.8, 9.7, 9.9, 9.7, 9.6, 9.8, 9.7, 9.9, 9.8, 9.8, 9.9, 9.9, 10.1, 10.2, 9.7, 9.9, 9.7, 9.7, 10.1, 9.6, 9.7, 9.6, 9.8, 9.7, 9.9, 9.7, 9.6, 9.3, 9.4, 9.7, 9.6, 9.6, 9.4, 9.7, 9.6, 9.7, 9.4, 9.6, 9.6, 9.6, 9.7, 9.7, 9.8, 9.8, 9.8, 9.9, 9.7, 9.8, 9.8, 9.8, 9.7, 9.6, 9.6, 9.6, 9.7, 9.9, 9.8, 9.8, 9.9, 9.9, 10.1, 10.3, 9.6, 9.9, 10.1, 10.1, 9.9, 9.8, 10.1, 9.9, 9.8, 9.9, 9.6, 9.7, 9.8, 9.9, 10.1, 9.7, 10.1, 10.1, 9.9, 9.8, 9.6, 9.4, 9.6, 9.7, 9.8, 9.6, 9.6, 9.6, 9.7, 9.7, 9.3, 9.3, 9.3, 9.6, 9.6, 9.3, 9.4, 9.4, 9.6, 9.3, 9.2, 9.3, 9.2, 9.4, 9.3, 9.2, 9.4, 9.1, 8.9, 9.1, 9.1, 9.2, 9.3, 9.3, 9.3, 9.2, 8.9, 9.1, 9.2, 9.1, 9.3, 9.3, 9.2, 8.9, 9.3, 9.1, 8.8, 8.9, 9.2, 8.9, 8.9, 9.1, 9.2, 8.9, 9.2, 9.1, 9.1, 8.8, 8.8, 8.8, 9.1, 8.7, 8.8, 9.1, 9.1, 8.7, 8.7, 8.8, 8.8, 8.9, 8.8, 8.7, 8.7, 8.8, 8.7, 8.7, 8.4, 8.4, 8.4, 8.7, 8.7, 8.6, 8.7, 8.7, 8.6, 8.6, 8.6, 8.8, 8.8, 8.8, 8.9, 8.6, 8.8, 8.8, 9.1, 8.9, 9.2, 8.8, 8.9, 8.9, 8.8, 8.7, 8.8, 8.8, 8.7, 8.6, 8.9, 8.8, 8.9, 8.9, 8.8, 8.7, 8.7, 8.8, 8.9, 8.6, 8.6, 8.8, 8.8, 8.8, 8.6, 8.7, 8.7, 8.6, 8.8, 8.6, 8.6, 8.7, 8.8, 8.8, 8.8, 8.7, 8.8, 8.8, 8.9, 8.9, 9.2, 8.9, 8.8, 8.9, 9.4, 9.2, 9.1, 9.2, 9.1, 9.1, 9.2, 9.3, 8.8, 9.1, 9.1, 9.1, 9.1, 8.9, 8.9, 8.9, 9.1, 9.1, 9.2, 8.9, 8.9, 8.9, 8.9, 8.9, 8.9, 8.9, 9.1, 9.2, 8.9, 8.9, 9.2, 8.8, 8.8, 9.1, 9.2, 8.8, 8.8, 9.2, 9.2, 9.2, 9.1, 9.2, 9.4, 9.1, 9.2, 9.1, 9.2, 8.9, 8.8, 8.7, 8.8, 8.9, 8.9, 8.7, 8.7, 8.8, 9.1, 8.7, 8.9, 8.8, 8.8, 8.9, 8.8, 8.7, 8.6, 8.6, 8.8, 9.1, 8.9, 8.8, 8.8, 8.9, 8.9, 8.8, 8.7, 8.6, 8.9, 8.8, 8.7, 8.9, 8.8, 8.6, 8.6, 8.8, 8.6, 8.8, 8.8, 8.8, 8.8, 8.8, 8.6, 8.7, 8.7, 8.8, 8.8, 8.7, 8.6, 8.8, 8.7, 8.6, 8.6, 8.7, 8.8, 8.9, 8.6, 8.7, 8.7, 8.9, 8.7, 8.6, 8.8, 8.8, 8.8, 8.4, 8.8, 8.7, 8.7, 8.8, 8.9, 8.8, 8.7, 8.7, 8.7, 8.6, 8.7, 8.7, 8.8, 8.9, 8.9, 8.6, 8.6, 8.7, 8.8, 8.6, 8.9, 8.8, 8.9, 8.6, 8.7, 8.7, 8.7, 8.8, 8.6, 8.6, 8.7, 8.8, 8.9, 8.7, 8.6, 8.8, 8.9, 8.9, 8.9, 8.8, 8.7, 8.7, 8.7, 8.6, 8.7, 8.8, 8.4, 8.6, 8.7, 8.4, 8.4, 8.4, 8.6, 8.6, 8.6, 8.7, 8.7, 8.6, 8.7, 8.7, 8.7, 8.4, 8.7, 8.7, 8.6, 8.6, 8.6, 8.7, 8.9, 8.7, 8.6, 8.8, 8.8, 8.6, 8.7, 8.7, 8.6, 8.7, 8.7, 8.4, 8.6, 8.7, 8.9, 8.3, 8.4, 8.6, 8.4, 8.6, 8.8, 8.4, 8.3, 8.4, 8.6, 8.4, 8.4, 8.7, 8.7, 8.8, 8.3, 8.3, 8.4, 8.3, 8.2, 8.3, 8.4, 8.2, 8.2, 8.3, 8.6, 8.3, 8.3, 8.4, 8.4, 8.3, 8.3, 8.2, 8.3, 8.3, 8.4, 8.4, 8.1, 8.6, 8.3, 8.1, 8.3, 8.2, 7.8, 7.8, 8.1, 7.8, 7.7, 7.6, 7.2, 7.1, 7.0, 6.8, 6.6, 6.5, 6.7, 6.3, 6.5, 6.1, 6.1, 6.5, 6.3, 6.1, 6.0, 6.1, 6.0, 6.0, 5.7, 6.1, 6.1, 6.3, 6.1, 5.6, 5.7, 5.8, 5.7, 6.1, 6.1, 5.8, 6.1, 6.0, 5.8, 5.6, 6.3, 6.0, 6.1, 6.1, 5.6, 5.7, 6.3, 5.7, 5.6, 5.3, 5.5, 6.5, 5.6, 6.6, 5.8]"
video\250312-110346-video_2.mp4,FALSE,"[2.2500928027669613, 0.0, 219.34203918540916, 0.0, 1.2598537275501822, 187.18615359235986, 0.0, 0.0, 1.0]","[1.688635463724533, 0.03436223698787115, 3.6406414229389763, 1.7610146047183692, -0.0009317816730461993]","[-0.9873611753723371, 0.04083499118686961, -0.15313527634782656, 0.148786546495383, -0.09400921388322658, -0.9843905887842666, -0.05459370796469274, -0.9947335176819097, 0.08674535060070854]","[3.8177736010932346, -7.828713393248116, 8.342412100049238]",TRUE,200,2.7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.4, 9.8, 10.0, 10.2, 10.4, 10.4, 10.4, 10.6, 10.8, 10.8, 10.9, 10.9, 11.0, 11.3, 11.1, 11.3, 11.4, 11.4, 11.4, 11.5, 11.4, 11.5, 11.3, 11.4, 11.3, 11.5, 11.3, 11.3, 11.4, 11.5, 11.3, 11.1, 11.4, 11.0, 10.6, 11.0, 11.0, 10.8, 10.7, 10.8, 10.7, 10.5, 10.4, 10.3, 10.3, 10.3, 10.3, 10.4, 10.3, 10.3, 10.3, 10.4, 10.3, 10.3, 10.4, 10.4, 10.3, 10.7, 10.8, 10.3, 10.4, 10.3, 10.4, 10.4, 10.4, 10.5, 10.5, 10.4, 10.5, 10.4, 10.5, 10.5, 10.3, 10.7, 10.5, 10.4, 10.5, 10.7, 10.4, 10.4, 10.8, 10.3, 10.5, 10.5, 10.8, 10.8, 10.8, 10.9, 10.5, 10.7, 10.8, 10.9, 11.1, 10.8, 10.9, 10.8, 10.8, 10.8, 11.0, 10.8, 10.9, 11.1, 10.9, 10.8, 11.1, 11.2, 10.7, 10.9, 11.0, 11.3, 10.7, 10.9, 10.9, 10.8, 11.0, 11.0, 11.1, 11.0, 11.3, 10.9, 11.6, 11.2, 11.1, 11.0, 10.9, 11.3, 11.0, 10.9, 10.8, 11.1, 11.0, 10.6, 11.0, 10.9, 11.0, 11.0, 10.9, 10.5, 10.6, 10.6, 11.0, 10.6, 10.9, 10.9, 11.0, 10.7, 10.4, 10.8, 10.8, 10.8, 10.5, 10.6, 10.6, 10.7, 10.5, 10.5, 10.3, 10.4, 10.4, 10.4, 10.0, 10.0, 10.5, 10.2, 10.2, 10.3, 10.3, 10.5, 10.3, 10.4, 10.3, 10.5, 10.3, 10.2, 10.3, 10.4, 10.2, 10.2, 10.0, 10.6, 10.2, 10.2, 10.0, 10.4, 10.2, 10.1, 10.3, 9.9, 10.3, 10.4, 10.0, 10.0, 10.2, 10.3, 10.4, 9.9, 10.3, 10.2, 10.2, 10.2, 9.9, 10.0, 9.9, 10.0, 10.0, 10.0, 10.0, 9.5, 9.5, 9.9, 9.9, 9.8, 9.7, 9.9, 9.9, 9.5, 9.8, 9.9, 9.8, 9.4, 9.8, 9.9, 9.7, 9.8, 9.5, 9.8, 9.5, 9.5, 9.7, 9.7, 9.7, 9.8, 9.5, 9.5, 9.5, 10.0, 9.5, 9.8, 9.5, 9.5, 9.9, 9.8, 9.5, 9.6, 9.7, 9.7, 9.8, 9.7, 9.7, 9.5, 9.8, 9.7, 9.9, 9.7, 9.8, 9.9, 9.7, 9.9, 9.5, 9.5, 9.7, 9.5, 9.7, 9.7, 9.9, 9.8, 9.3, 9.7, 9.7, 9.7, 9.7, 9.7, 9.8, 9.7, 9.8, 9.7, 9.9, 9.5, 9.4, 9.7, 9.7, 9.7, 9.4, 9.8, 9.7, 9.5, 9.7, 9.4, 9.5, 9.7, 9.7, 9.8, 9.7, 9.9, 9.9, 9.8, 9.8, 9.9, 9.9, 9.8, 9.8, 9.8, 9.5, 9.5, 9.5, 9.7, 9.9, 9.4, 9.5, 9.7, 9.8, 9.5, 9.5, 9.5, 9.4, 9.7, 9.5, 9.5, 9.5, 9.5, 9.3, 9.3, 9.7, 9.3, 9.4, 9.5, 9.7, 9.4, 9.4, 9.3, 9.3, 9.3, 9.3, 9.3, 9.5, 9.3, 9.3, 9.2, 9.3, 9.5, 9.3, 9.3, 9.6, 9.7, 9.2, 9.2, 9.3, 9.2, 9.2, 9.2, 9.2, 9.1, 9.2, 9.3, 9.2, 9.3, 9.3, 9.0, 8.9, 9.4, 9.2, 9.2, 8.9, 9.1, 9.1, 9.2, 9.0, 8.8, 9.0, 8.9, 9.0, 9.0, 9.2, 9.2, 8.8, 9.0, 8.7, 8.9, 8.4, 8.5, 8.7, 8.3, 8.7, 8.8, 8.5, 8.6, 8.8, 8.7, 8.8, 8.7, 8.8, 8.5, 8.7, 8.9, 8.8, 8.8, 8.8, 8.8, 8.5, 8.5, 8.5, 8.9, 8.8, 8.8, 8.9, 8.7, 8.8, 8.5, 8.7, 8.8, 8.8, 8.7, 8.5, 8.8, 8.9, 8.7, 8.8, 8.8, 8.9, 8.8, 8.8, 8.7, 8.7, 8.8, 8.8, 8.7, 8.5, 8.7, 8.7, 8.9, 8.8, 8.5, 8.8, 8.7, 8.7, 8.7, 8.7, 8.4, 8.4, 8.4, 8.7, 8.4, 8.7, 8.3, 8.6, 8.4, 8.3, 8.5, 8.3, 8.7, 8.4, 8.5, 8.7, 8.0, 8.4, 8.6, 8.3, 8.3, 8.2, 8.5, 8.7, 8.2, 8.5, 8.2, 8.2, 8.4, 8.6, 8.4, 8.4, 8.4, 8.4, 8.0, 8.5, 8.3, 8.3, 8.3, 8.3, 8.4, 8.3, 8.4, 8.3, 8.3, 8.7, 8.3, 8.4, 8.2, 8.2, 8.2, 8.3, 8.4, 8.3, 8.3, 8.4, 8.4, 8.0, 8.0, 8.3, 8.3, 8.3, 8.3, 8.4, 8.3, 8.2, 8.4, 8.2, 8.2, 7.9, 8.1, 8.3, 8.0, 8.2, 8.5, 8.4, 8.2, 8.2, 8.2, 8.0, 8.7, 8.3, 8.2, 8.3, 8.3, 8.4, 8.3, 8.4, 8.3, 8.3, 8.4, 8.0, 8.1, 8.2, 8.2, 8.4, 8.3, 8.4, 8.2, 8.3, 8.3, 8.2, 8.3, 8.3, 7.8, 8.2, 8.3, 8.4, 8.0, 8.3, 8.2, 8.1, 8.2, 8.0, 8.2, 8.2, 8.2, 8.2, 8.2, 8.1, 8.1, 8.2, 8.3, 8.3, 8.4, 8.4, 8.2, 8.3, 8.2, 8.4, 8.3, 8.3, 8.4, 8.4, 7.9, 8.1, 8.6, 7.9, 7.9, 8.1, 8.2, 8.2, 8.1, 8.2, 7.9, 7.9, 8.1, 7.9, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.6, 7.5, 7.6, 7.4, 7.5, 7.4, 7.4, 7.6, 6.9, 6.9, 6.9, 6.8, 7.1, 6.7, 6.6, 6.2, 6.6, 6.4, 6.4, 6.1, 6.1, 6.2, 6.2, 6.2, 6.2, 6.2, 6.1, 5.9, 6.4, 6.2, 6.0, 6.1, 6.1, 5.8, 5.9, 5.9, 5.9, 5.8, 5.6, 6.2, 5.7, 5.7, 5.9, 5.9, 6.1, 6.2, 5.7, 5.8, 5.8, 6.0, 5.7, 6.1, 5.9, 5.9, 5.6, 5.6, 5.8, 5.6]"
video\250312-110523-video_3.mp4,TRUE,"[2.2500928027669613, 0.0, 219.34203918540916, 0.0, 1.2598537275501822, 187.18615359235986, 0.0, 0.0, 1.0]","[1.688635463724533, 0.03436223698787115, 3.6406414229389763, 1.7610146047183692, -0.0009317816730461993]","[-0.9873611753723371, 0.04083499118686961, -0.15313527634782656, 0.148786546495383, -0.09400921388322658, -0.9843905887842666, -0.05459370796469274, -0.9947335176819097, 0.08674535060070854]","[3.8177736010932346, -7.828713393248116, 8.342412100049238]",TRUE,200,2.7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.6, 11.1, 9.5, 11.2, 9.7, 9.8, 10.2, 10.2, 11.8, 10.7, 11.1, 11.6, 11.9, 12.0, 11.9, 12.2, 12.2, 12.1, 12.2, 12.0, 12.2, 12.1, 12.6, 12.6, 11.7, 12.3, 12.5, 12.5, 12.4, 11.9, 12.1, 12.2, 12.0, 12.5, 11.6, 11.8, 12.4, 12.4, 12.6, 11.7, 12.0, 12.3, 12.1, 12.2, 11.4, 12.3, 11.6, 11.6, 11.9, 11.9, 11.8, 12.1, 11.0, 11.0, 10.7, 11.9, 11.8, 11.1, 10.7, 10.7, 10.7, 10.9, 11.9, 10.9, 10.4, 10.4, 10.8, 10.2, 10.4, 10.2, 10.1, 10.3, 10.4, 10.0, 9.9, 10.0, 10.4, 10.2, 9.8, 11.0, 10.9, 9.8, 10.3, 9.9, 10.5, 10.5, 10.4, 10.5, 10.8, 8.9, 10.7, 9.8, 10.3, 10.2, 10.2, 10.2, 10.1, 10.2, 10.2, 10.1, 9.8, 10.0, 10.4, 10.2, 9.8, 9.7, 9.5, 9.3, 10.2, 9.7, 9.7, 10.0, 10.1, 10.2, 10.1, 9.7, 9.5, 9.8, 9.8, 10.3, 9.9, 9.3, 9.5, 10.1, 10.6, 10.1, 9.9, 9.9, 10.2, 10.4, 10.4, 10.1, 10.0, 10.6, 10.4, 10.6, 10.7, 10.2, 10.2, 11.0, 10.6, 10.7, 10.3, 10.8, 11.1, 11.1, 10.8, 11.0, 10.3, 10.6, 10.9, 10.8, 11.0, 10.8, 10.7, 10.9, 11.0, 11.3, 10.3, 10.4, 11.4, 10.2, 10.6, 10.7, 10.9, 10.7, 10.9, 10.4, 10.5, 10.6, 10.5, 10.9, 10.4, 10.7, 10.8, 10.6, 10.7, 10.7, 10.7, 10.6, 10.4, 10.1, 10.3, 10.1, 10.4, 10.7, 10.6, 10.7, 10.4, 10.7, 10.9, 10.1, 11.0, 11.1, 10.7, 10.6, 10.4, 10.5, 10.4, 10.8, 10.9, 10.7, 10.4, 10.4, 10.7, 10.7, 10.7, 10.8, 9.9, 10.7, 10.3, 10.5, 10.2, 10.3, 9.8, 10.3, 10.3, 10.3, 9.8, 9.9, 9.8, 10.3, 10.3, 10.3, 9.9, 10.2, 10.3, 9.6, 9.7, 10.0, 10.2, 10.4, 10.1, 10.3, 9.6, 10.3, 10.3, 9.9, 9.7, 10.8, 9.9, 10.2, 10.1, 10.0, 10.2, 10.0, 10.3, 10.2, 9.9, 10.4, 10.2, 9.9, 10.0, 10.1, 10.3, 9.6, 9.9, 10.2, 10.2, 9.7, 10.8, 9.8, 9.9, 10.2, 9.9, 10.3, 10.6, 10.6, 10.1, 10.2, 10.1, 9.8, 10.6, 10.1, 10.1, 10.2, 10.0, 9.8, 9.6, 9.6, 9.9, 10.1, 9.7, 9.9, 9.5, 9.5, 9.2, 9.0, 9.5, 9.4, 9.5, 9.3, 9.8, 9.1, 9.4, 9.4, 9.5, 9.5, 9.5, 9.7, 9.8, 9.8, 9.8, 9.8, 9.5, 9.5, 9.5, 9.7, 9.9, 10.2, 9.8, 9.7, 9.2, 9.4, 9.6, 9.4, 9.4, 10.1, 10.1, 8.7, 8.6, 8.5, 8.9, 8.9, 8.9, 10.1, 9.2, 9.3, 9.3, 9.3, 9.5, 9.4, 9.4, 9.8, 9.4, 9.4, 9.7, 8.9, 9.4, 9.3, 9.0, 9.0, 9.1, 9.3, 9.3, 9.4, 9.1, 9.5, 9.3, 9.6, 9.1, 9.0, 9.3, 9.3, 9.6, 9.4, 9.8, 8.6, 8.8, 9.4, 9.8, 8.9, 9.0, 8.9, 9.0, 8.9, 8.9, 9.0, 9.0, 9.0, 8.6, 8.7, 8.9, 9.0, 8.9, 9.0, 9.0, 8.9, 8.9, 8.9, 8.9, 9.4, 9.4, 9.4, 8.5, 8.8, 9.4, 9.7, 9.1, 8.9, 8.9, 8.5, 8.8, 8.7, 8.9, 8.8, 8.9, 9.1, 9.0, 8.5, 9.1, 9.2, 9.3, 8.2, 8.2, 8.3, 9.2, 9.2, 8.4, 8.5, 8.6, 8.5, 8.1, 8.2, 8.2, 8.3, 7.8, 7.8, 7.6, 8.0, 7.6, 7.5, 7.6, 7.7, 7.6, 7.7, 8.1, 8.1, 8.0, 8.0, 7.8, 7.8, 8.0, 7.6, 7.5, 7.9, 7.3, 8.4, 7.4, 7.4, 7.5, 7.4, 7.4, 7.6, 7.5, 7.3, 8.3, 7.6, 7.0, 7.5, 7.6, 7.1, 7.1, 7.4, 7.5, 7.7, 7.6, 7.5, 7.6, 7.2, 7.3, 7.1, 7.2, 7.3, 7.2, 7.9, 7.6, 7.2, 7.2, 7.3, 7.4, 7.5, 7.2, 7.2, 7.1, 7.5, 7.2, 7.3, 7.3, 7.3, 7.6, 7.6, 7.8, 7.8, 7.8, 7.6, 7.9, 8.0, 8.1, 8.0, 7.8, 7.8, 7.5, 7.6, 7.5, 7.8, 7.6, 7.4, 7.6, 7.9, 7.8, 7.7, 7.9, 7.9, 7.7, 8.0, 7.4, 7.5, 7.4, 7.6, 7.5, 7.6, 7.7, 8.0, 8.0, 7.9, 8.2, 7.9, 7.6, 7.9, 8.3, 8.1, 7.9, 8.0, 8.3, 8.2, 8.2, 8.2, 7.9, 7.8, 8.1, 7.9, 7.8, 7.7, 7.6, 7.8, 7.6, 7.7, 6.6, 7.0, 6.7, 7.1, 7.4, 6.9, 6.8, 6.6, 6.8, 7.2, 6.7, 7.0, 6.7, 6.9, 6.9, 7.0, 6.9, 7.0, 6.7, 7.1, 7.0, 6.7, 7.2, 6.7, 7.0, 7.0, 6.8, 6.9, 6.9, 7.0, 6.9, 6.9, 7.1, 7.0, 7.3, 7.0, 7.5, 7.6, 7.2, 7.2, 7.3, 7.4, 7.3, 7.2, 7.5, 7.4, 7.5, 7.1, 7.0, 6.9, 7.1, 7.2, 7.0, 7.3, 7.2, 7.2, 7.6, 7.5, 7.6, 7.4, 7.1, 7.1, 7.6, 7.3, 7.1, 6.5, 7.4, 7.1, 6.8, 7.1, 6.3, 6.9, 6.6, 6.8, 6.8, 6.5, 6.9, 6.5, 6.4, 6.4, 6.5, 6.4, 6.6, 6.4, 6.9, 6.6, 6.5, 6.1, 6.5, 6.4, 6.3, 6.1, 5.7, 6.0, 5.9, 6.0, 5.8, 6.0, 6.1, 6.3, 6.4, 6.4, 6.4, 6.4, 6.3, 5.8, 5.8, 6.0, 5.7, 6.3, 5.6]"
