Algorithm,Trial,ObservationRatio,Status,MaskSeed,SpatterSeed,TensorInitializationSeed,MatrixInitializationSeed,ExecutionSeed,ActualObservationRatio,RealizedSpatterDensity,EffectiveChangedPixelDensity,HuberDelta,AccuracyEvaluationRuntimeSeconds,PostCalibrationMeanReferenceNRE,FinalFrameReferenceNRE,LateWindowMeanReferenceNRE
CP_WOPT,1,0.7,successful,10001,20001,30001,40001,500101,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,321.9917347,0.177191455056629,0.197407299640218,0.18510066835257
Petrels,1,0.7,successful,10001,20001,30001,40001,500102,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,233.2154844,0.11232500588293,0.149509654381535,0.131776702962467
Grasta,1,0.7,successful,10001,20001,30001,40001,40001,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,143.767905,0.101331026305908,0.110407592739932,0.10304317397907
Grouse,1,0.7,successful,10001,20001,30001,40001,500104,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,139.4832474,0.999767088268741,0.999702843177397,0.99975449400614
TeCPSGD,1,0.7,successful,10001,20001,30001,40001,500105,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,133.8584559,0.137017619253667,0.128473948969614,0.119713908686378
OLSTEC_70,1,0.7,successful,10001,20001,30001,40001,500106,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,154.5871536,0.0702652672276018,0.0823742693681797,0.0732138683192226
OLSTEC_80,1,0.7,successful,10001,20001,30001,40001,500107,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,155.3483921,0.0625894378306042,0.0736281751959314,0.0644866974086812
OLSTEC_90,1,0.7,successful,10001,20001,30001,40001,500108,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,154.7281308,0.0562658925656103,0.0716797328972887,0.0581406118818961
OLSTEC_99,1,0.7,successful,10001,20001,30001,40001,500109,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,155.2911814,0.0615387845291292,0.0941531642341691,0.0672680737655977
RSI_OLSTEC,1,0.7,successful,10001,20001,30001,40001,500110,0.7000612478223,0.0100093501843449,0.0100093501843449,0.1,183.971296,0.0439076549149086,0.0510284723369906,0.0449193269741739
CP_WOPT,2,0.7,successful,10002,20002,30002,40002,500201,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,280.0392819,0.177272627008011,0.199688039435734,0.185503145002847
Petrels,2,0.7,successful,10002,20002,30002,40002,500202,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,215.1835413,0.112267931653521,0.157908758325334,0.133113907154124
Grasta,2,0.7,successful,10002,20002,30002,40002,40002,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,121.4080272,0.101177964875515,0.109269351066417,0.102866232032037
Grouse,2,0.7,successful,10002,20002,30002,40002,500204,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,118.1096397,0.999740655461619,0.999727719299652,0.999731988309063
TeCPSGD,2,0.7,successful,10002,20002,30002,40002,500205,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,116.387813,0.134263399872682,0.12857170127186,0.119751105978514
OLSTEC_70,2,0.7,successful,10002,20002,30002,40002,500206,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,139.8525442,0.0694022791522035,0.0803869954873832,0.0727122582637984
OLSTEC_80,2,0.7,successful,10002,20002,30002,40002,500207,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,140.1529534,0.0615027618806665,0.0724976196607818,0.0637770921859033
OLSTEC_90,2,0.7,successful,10002,20002,30002,40002,500208,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,139.7236825,0.055888548206431,0.0703790621410923,0.057936021835876
OLSTEC_99,2,0.7,successful,10002,20002,30002,40002,500209,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,139.7168066,0.0611736363756907,0.092784519244035,0.0678655258148501
RSI_OLSTEC,2,0.7,successful,10002,20002,30002,40002,500210,0.699989934466413,0.0100109961206547,0.0100109961206547,0.1,165.2284137,0.0441328668988513,0.0509173536240636,0.0449599840842317
CP_WOPT,3,0.7,successful,10003,20003,30003,40003,500301,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,281.4353714,0.176794613702527,0.197035019335801,0.184692223201554
Petrels,3,0.7,successful,10003,20003,30003,40003,500302,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,222.8340783,0.112108775529579,0.151861727509989,0.130535586838006
Grasta,3,0.7,successful,10003,20003,30003,40003,40003,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,126.0963575,0.101097651067855,0.108678415683527,0.10245786359081
Grouse,3,0.7,successful,10003,20003,30003,40003,500304,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,122.6402038,0.999818865866614,0.999876019737527,0.999828867521538
TeCPSGD,3,0.7,successful,10003,20003,30003,40003,500305,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,122.2448754,0.127877581070084,0.128491350723448,0.119565609186999
OLSTEC_70,3,0.7,successful,10003,20003,30003,40003,500306,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,144.1067932,0.0702565038426599,0.0749963407411181,0.0727002957631055
OLSTEC_80,3,0.7,successful,10003,20003,30003,40003,500307,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,143.6846277,0.0624822386062955,0.0715451100557848,0.0637419759093552
OLSTEC_90,3,0.7,successful,10003,20003,30003,40003,500308,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,144.1318084,0.0564744113204852,0.0701973887497554,0.0580560677862526
OLSTEC_99,3,0.7,successful,10003,20003,30003,40003,500309,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,145.0097191,0.0613158112026078,0.094703207796486,0.0673050674910826
RSI_OLSTEC,3,0.7,successful,10003,20003,30003,40003,500310,0.699968948778462,0.00999156141114983,0.00999156141114983,0.1,172.8911899,0.0439898010199462,0.0508619262961159,0.0448720011948726
CP_WOPT,4,0.7,successful,10004,20004,30004,40004,500401,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,297.941747,0.177724425133199,0.199401375060169,0.185453926135491
Petrels,4,0.7,successful,10004,20004,30004,40004,500402,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,223.8195432,0.112092642942916,0.161851902624475,0.131035613729502
Grasta,4,0.7,successful,10004,20004,30004,40004,40004,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,126.3491194,0.101119091937518,0.111228447933687,0.102735826914792
Grouse,4,0.7,successful,10004,20004,30004,40004,500404,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,123.2115867,0.999950885526656,0.999926361149953,0.999955685108865
TeCPSGD,4,0.7,successful,10004,20004,30004,40004,500405,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,122.2731492,0.139246436434069,0.128416105940797,0.119733480125346
OLSTEC_70,4,0.7,successful,10004,20004,30004,40004,500406,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,145.3706487,0.0695902639265258,0.0845419402451667,0.0730916209898655
OLSTEC_80,4,0.7,successful,10004,20004,30004,40004,500407,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,145.2716411,0.0605044682362948,0.0718789976878683,0.063246302339233
OLSTEC_90,4,0.7,successful,10004,20004,30004,40004,500408,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,145.5300789,0.0558862246377841,0.0700193016132063,0.0579711121317019
OLSTEC_99,4,0.7,successful,10004,20004,30004,40004,500409,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,144.9471836,0.0613440667316839,0.0922568348106331,0.0669769957648991
RSI_OLSTEC,4,0.7,successful,10004,20004,30004,40004,500410,0.699983414026416,0.00999877820881614,0.00999877820881614,0.1,173.5981651,0.0439696499572102,0.0509527570055954,0.0449446475216127
CP_WOPT,5,0.7,successful,10005,20005,30005,40005,500501,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,294.6296573,0.177980201353168,0.197296041286759,0.186121563100952
Petrels,5,0.7,successful,10005,20005,30005,40005,500502,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,216.5548679,0.112443888043812,0.159327131223563,0.133818745106007
Grasta,5,0.7,successful,10005,20005,30005,40005,40005,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,121.4687074,0.1012346072202,0.108517615662492,0.102774689483867
Grouse,5,0.7,successful,10005,20005,30005,40005,500504,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,118.4065499,0.999927617974162,0.999926764261861,0.999940644287988
TeCPSGD,5,0.7,successful,10005,20005,30005,40005,500505,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,115.8769783,0.13671589239334,0.128411202505218,0.119727836535965
OLSTEC_70,5,0.7,successful,10005,20005,30005,40005,500506,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,136.7086615,0.0697062451015658,0.0794430035591412,0.0731327994493789
OLSTEC_80,5,0.7,successful,10005,20005,30005,40005,500507,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,136.6646328,0.0614712242195695,0.0710842203818377,0.0639747728097622
OLSTEC_90,5,0.7,successful,10005,20005,30005,40005,500508,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,137.3328992,0.0561911683352478,0.0703751657240141,0.0581681252715467
OLSTEC_99,5,0.7,successful,10005,20005,30005,40005,500509,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,141.4442518,0.0614953774174113,0.0940263686867076,0.0669941875039284
RSI_OLSTEC,5,0.7,successful,10005,20005,30005,40005,500510,0.70004453523823,0.0100233089903573,0.0100233089903573,0.1,174.5702573,0.0440175890854403,0.0510290488114961,0.0449388063079478
CP_WOPT,6,0.7,successful,10006,20006,30006,40006,500601,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,294.1694257,0.177056542433276,0.198016428295522,0.185212539681361
Petrels,6,0.7,successful,10006,20006,30006,40006,500602,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,215.8868275,0.112266410845776,0.163888988608968,0.132445363452887
Grasta,6,0.7,successful,10006,20006,30006,40006,40006,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,121.461683,0.101207688858547,0.109306130669791,0.103035550188181
Grouse,6,0.7,successful,10006,20006,30006,40006,500604,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,118.0290844,0.999947242955048,0.99995137692416,0.999952300966695
TeCPSGD,6,0.7,successful,10006,20006,30006,40006,500605,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,115.5082997,0.148233406200208,0.128333357373115,0.119697365086225
OLSTEC_70,6,0.7,successful,10006,20006,30006,40006,500606,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,136.0734587,0.0692082381146374,0.0790969570451788,0.0725932282733222
OLSTEC_80,6,0.7,successful,10006,20006,30006,40006,500607,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,136.0882073,0.0612254218357387,0.0714638757479643,0.0637529904580943
OLSTEC_90,6,0.7,successful,10006,20006,30006,40006,500608,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,136.5360972,0.0560183051297316,0.0717406341022889,0.0582028876908256
OLSTEC_99,6,0.7,successful,10006,20006,30006,40006,500609,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,136.2496778,0.0615141548222984,0.093553784451618,0.0670483466985584
RSI_OLSTEC,6,0.7,successful,10006,20006,30006,40006,500610,0.700015161605623,0.00999333395794506,0.00999333395794506,0.1,162.4829319,0.0441011037335448,0.050845273733509,0.0449714343946364
CP_WOPT,7,0.7,successful,10007,20007,30007,40007,500701,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,298.6702899,0.177170427118356,0.198514828567292,0.185317170011545
Petrels,7,0.7,successful,10007,20007,30007,40007,500702,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,215.7325977,0.112131161406186,0.166264360523203,0.133913389410476
Grasta,7,0.7,successful,10007,20007,30007,40007,40007,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,121.4558213,0.101175901313378,0.108053579122801,0.103259521434184
Grouse,7,0.7,successful,10007,20007,30007,40007,500704,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,117.9450203,0.999977638919141,0.999959217315349,0.999970111044225
TeCPSGD,7,0.7,successful,10007,20007,30007,40007,500705,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,115.2742018,0.126290940881008,0.127664030326002,0.119393864948269
OLSTEC_70,7,0.7,successful,10007,20007,30007,40007,500706,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,135.8088282,0.0696489363480675,0.077996390767811,0.0731574084478075
OLSTEC_80,7,0.7,successful,10007,20007,30007,40007,500707,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,135.7983661,0.0611312069680348,0.0700753573580302,0.0640470106062864
OLSTEC_90,7,0.7,successful,10007,20007,30007,40007,500708,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,136.4112522,0.0559188964112162,0.0699208237981244,0.058284759323574
OLSTEC_99,7,0.7,successful,10007,20007,30007,40007,500709,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,136.1546575,0.0614158417330074,0.0981294509726069,0.0679299400110993
RSI_OLSTEC,7,0.7,successful,10007,20007,30007,40007,500710,0.700108251964995,0.00999016869581071,0.00999016869581071,0.1,162.1507699,0.0439970476908965,0.0505598030192945,0.0449498622732477
CP_WOPT,8,0.7,successful,10008,20008,30008,40008,500801,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,310.2454748,0.177904940586902,0.19637661792568,0.185656087886258
Petrels,8,0.7,successful,10008,20008,30008,40008,500802,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,223.7945629,0.112231729915956,0.167485571020611,0.131652491567994
Grasta,8,0.7,successful,10008,20008,30008,40008,40008,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,126.9382337,0.101133714190396,0.109372823531288,0.102475910266585
Grouse,8,0.7,successful,10008,20008,30008,40008,500804,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,123.15627,0.99998774787555,0.999964963208804,0.999975975715082
TeCPSGD,8,0.7,successful,10008,20008,30008,40008,500805,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,122.8894345,0.133622227661137,0.128624027782822,0.11972868865232
OLSTEC_70,8,0.7,successful,10008,20008,30008,40008,500806,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,145.3784429,0.0700369904488252,0.0829611981262569,0.0725491146309742
OLSTEC_80,8,0.7,successful,10008,20008,30008,40008,500807,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,145.281222,0.0623763725513397,0.074850440767648,0.0645844109890663
OLSTEC_90,8,0.7,successful,10008,20008,30008,40008,500808,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,145.6098652,0.0562423545055857,0.073099933873559,0.058665060467713
OLSTEC_99,8,0.7,successful,10008,20008,30008,40008,500809,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,142.6346608,0.0613431608361604,0.097370873115455,0.0677689244177727
RSI_OLSTEC,8,0.7,successful,10008,20008,30008,40008,500810,0.700129142695081,0.00999551798881776,0.00999551798881776,0.1,163.0024805,0.0441116755196401,0.0507914837995647,0.0449131336916315
CP_WOPT,9,0.7,successful,10009,20009,30009,40009,500901,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,302.266331,0.176951595357744,0.196882536584658,0.184752804782931
Petrels,9,0.7,successful,10009,20009,30009,40009,500902,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,223.9596968,0.112273410381169,0.147400576936847,0.132196263845359
Grasta,9,0.7,successful,10009,20009,30009,40009,40009,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,125.9319729,0.10118621975299,0.109020524347281,0.102845294015635
Grouse,9,0.7,successful,10009,20009,30009,40009,500904,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,122.7229981,0.999958426583081,1.00001162836655,0.999961102271613
TeCPSGD,9,0.7,successful,10009,20009,30009,40009,500905,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,122.3208934,0.127719482852763,0.128442514480976,0.119388972094757
OLSTEC_70,9,0.7,successful,10009,20009,30009,40009,500906,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,145.1892026,0.0701051623753853,0.0794360044099753,0.0736169808746464
OLSTEC_80,9,0.7,successful,10009,20009,30009,40009,500907,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,144.213297,0.0618196024892269,0.0766758744941054,0.0642934916445722
OLSTEC_90,9,0.7,successful,10009,20009,30009,40009,500908,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,144.1526871,0.056122544914156,0.0721748019024134,0.0585180617248955
OLSTEC_99,9,0.7,successful,10009,20009,30009,40009,500909,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,144.4799248,0.0614642308985372,0.0929863917156217,0.0677115030815834
RSI_OLSTEC,9,0.7,successful,10009,20009,30009,40009,500910,0.700050264362693,0.0100065331010453,0.0100065331010453,0.1,173.036144,0.044039424052241,0.0507860136418739,0.0448683880736507
CP_WOPT,10,0.7,successful,10010,20010,30010,40010,501001,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,304.0619553,0.179404940092697,0.199198487075589,0.187598306289872
Petrels,10,0.7,successful,10010,20010,30010,40010,501002,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,223.9238543,0.112281225231447,0.176622655376272,0.132446075079314
Grasta,10,0.7,successful,10010,20010,30010,40010,40010,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,126.7618746,0.101228681040866,0.111218728523955,0.102927377020094
Grouse,10,0.7,successful,10010,20010,30010,40010,501004,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,123.2738641,0.999879798069768,0.999922226119143,0.999889287221994
TeCPSGD,10,0.7,successful,10010,20010,30010,40010,501005,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,122.8877377,0.141711291512502,0.12887417648268,0.119718900272042
OLSTEC_70,10,0.7,successful,10010,20010,30010,40010,501006,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,150.3657789,0.0698027129606971,0.0811026757528721,0.0728315482421521
OLSTEC_80,10,0.7,successful,10010,20010,30010,40010,501007,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,148.6701828,0.0614037176077648,0.072241581000771,0.0637707660951452
OLSTEC_90,10,0.7,successful,10010,20010,30010,40010,501008,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,147.3084289,0.0558567489936788,0.0711355474868217,0.0578828873705389
OLSTEC_99,10,0.7,successful,10010,20010,30010,40010,501009,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,148.4814098,0.0610671579865729,0.096804061058581,0.0673272202062955
RSI_OLSTEC,10,0.7,successful,10010,20010,30010,40010,501010,0.700065077789482,0.0100114076047322,0.0100114076047322,0.1,177.359609,0.044031009086171,0.0504671115898812,0.0448956802794234
CP_WOPT,11,0.7,successful,10011,20011,30011,40011,501101,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,304.5191911,0.177229709934489,0.197798039366377,0.185221712768419
Petrels,11,0.7,successful,10011,20011,30011,40011,501102,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,216.0378995,0.112181324289355,0.15839340081755,0.132788300252044
Grasta,11,0.7,successful,10011,20011,30011,40011,40011,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,121.6019115,0.101157552714504,0.109362625219753,0.102450257573953
Grouse,11,0.7,successful,10011,20011,30011,40011,501104,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,118.1836648,0.999857265738485,0.999863556623891,0.999876788392797
TeCPSGD,11,0.7,successful,10011,20011,30011,40011,501105,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,116.4613082,0.126144769538115,0.127783707627717,0.119087189646559
OLSTEC_70,11,0.7,successful,10011,20011,30011,40011,501106,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,137.5753439,0.06982728595996,0.0815310878520077,0.0729718358233228
OLSTEC_80,11,0.7,successful,10011,20011,30011,40011,501107,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,137.2432293,0.0623250444060449,0.0739716079175392,0.0646562725673266
OLSTEC_90,11,0.7,successful,10011,20011,30011,40011,501108,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,137.6652325,0.0560779321260109,0.0724165201604598,0.0580295488054408
OLSTEC_99,11,0.7,successful,10011,20011,30011,40011,501109,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,137.6235644,0.0616326463950938,0.0942822491642741,0.0675522473402674
RSI_OLSTEC,11,0.7,successful,10011,20011,30011,40011,501110,0.699941410997893,0.00999333395794506,0.00999333395794506,0.1,169.6991614,0.0440472634841273,0.0507701270099255,0.0449217047311048
CP_WOPT,12,0.7,successful,10012,20012,30012,40012,501201,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,309.4737846,0.178680676225391,0.19919666728013,0.187008144695409
Petrels,12,0.7,successful,10012,20012,30012,40012,501202,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,216.973482,0.112273732556907,0.141247355656203,0.132758873475831
Grasta,12,0.7,successful,10012,20012,30012,40012,40012,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,121.5201914,0.101168985772361,0.108690799539266,0.102852837304867
Grouse,12,0.7,successful,10012,20012,30012,40012,501204,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,118.4835595,0.999967017805971,0.999940710704481,0.999972417875068
TeCPSGD,12,0.7,successful,10012,20012,30012,40012,501205,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,116.0607715,0.174534784986312,0.176265653964283,0.17126108749897
OLSTEC_70,12,0.7,successful,10012,20012,30012,40012,501206,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,140.4598382,0.0691496120581468,0.0786334704365807,0.0725185704833006
OLSTEC_80,12,0.7,successful,10012,20012,30012,40012,501207,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,145.9407631,0.0615806981813631,0.0712387544175529,0.0642373453405186
OLSTEC_90,12,0.7,successful,10012,20012,30012,40012,501208,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,145.154261,0.0559994532448353,0.0701870323750937,0.0578491365993448
OLSTEC_99,12,0.7,successful,10012,20012,30012,40012,501209,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,146.6709228,0.061357937930114,0.0944133248251082,0.0684966956419112
RSI_OLSTEC,12,0.7,successful,10012,20012,30012,40012,501210,0.699972968661373,0.00997950176241796,0.00997950176241796,0.1,174.1210596,0.0439867731181872,0.0511709986846559,0.0449922091730224
CP_WOPT,13,0.7,successful,10013,20013,30013,40013,501301,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,306.3960385,0.179339713591461,0.198483644126115,0.18720980073153
Petrels,13,0.7,successful,10013,20013,30013,40013,501302,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,217.0184608,0.111989436601766,0.153611588023682,0.131258419864165
Grasta,13,0.7,successful,10013,20013,30013,40013,40013,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,121.9322061,0.101155310458506,0.109352252277143,0.102495586099847
Grouse,13,0.7,successful,10013,20013,30013,40013,501304,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,118.5912805,0.999919172759109,0.99994763590639,0.999930080754221
TeCPSGD,13,0.7,successful,10013,20013,30013,40013,501305,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,118.5496372,0.174408237137377,0.17625924122098,0.171261979716467
OLSTEC_70,13,0.7,successful,10013,20013,30013,40013,501306,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,139.35768,0.0683837323517601,0.0759202340013203,0.0727414731114479
OLSTEC_80,13,0.7,successful,10013,20013,30013,40013,501307,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,139.7991229,0.0598998993723292,0.0703464508205159,0.0626202185582617
OLSTEC_90,13,0.7,successful,10013,20013,30013,40013,501308,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,139.7648824,0.0557951370430586,0.0697600422706568,0.058035848171882
OLSTEC_99,13,0.7,successful,10013,20013,30013,40013,501309,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,140.9758731,0.061459616145701,0.0926033725023365,0.0673748430871738
RSI_OLSTEC,13,0.7,successful,10013,20013,30013,40013,501310,0.699875763461227,0.00999966448221376,0.00999966448221376,0.1,166.6872454,0.0441257747179547,0.0511313103000543,0.0450250720771029
CP_WOPT,14,0.7,successful,10014,20014,30014,40014,501401,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,291.9035493,0.179634970655494,0.200032548335419,0.187521596045651
Petrels,14,0.7,successful,10014,20014,30014,40014,501402,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,222.898951,0.112126557927028,0.159794850769228,0.132575247962502
Grasta,14,0.7,successful,10014,20014,30014,40014,40014,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,126.0682138,0.101198282380333,0.10963308402232,0.102934311620738
Grouse,14,0.7,successful,10014,20014,30014,40014,501404,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,122.7204625,0.999907593340666,0.999926400152941,0.999913804427921
TeCPSGD,14,0.7,successful,10014,20014,30014,40014,501405,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,122.1355452,0.140769367245207,0.128218747184777,0.119714248649772
OLSTEC_70,14,0.7,successful,10014,20014,30014,40014,501406,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,145.9193383,0.0698994530558166,0.080733348009692,0.0731889693324353
OLSTEC_80,14,0.7,successful,10014,20014,30014,40014,501407,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,145.7612314,0.0619814668661955,0.0716207736024871,0.0640180426882049
OLSTEC_90,14,0.7,successful,10014,20014,30014,40014,501408,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,144.3777648,0.0562636697334913,0.0722483022406456,0.0583280997153691
OLSTEC_99,14,0.7,successful,10014,20014,30014,40014,501409,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,138.1176808,0.0614557436886784,0.0978382741186789,0.0681353530726773
RSI_OLSTEC,14,0.7,successful,10014,20014,30014,40014,501410,0.700034248136294,0.00999735384085568,0.00999735384085568,0.1,162.8424032,0.0439522419147562,0.0507101012430638,0.0448937905629314
CP_WOPT,15,0.7,successful,10015,20015,30015,40015,501501,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,274.1405949,0.176901171992277,0.197098013857944,0.185015022037225
Petrels,15,0.7,successful,10015,20015,30015,40015,501502,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,222.5745126,0.112008690198415,0.144356680877129,0.132274605036301
Grasta,15,0.7,successful,10015,20015,30015,40015,40015,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,126.7428241,0.101094798679164,0.108736710619334,0.103082009304179
Grouse,15,0.7,successful,10015,20015,30015,40015,501504,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,123.0825345,0.999994792866823,0.999949076490424,0.999986961612205
TeCPSGD,15,0.7,successful,10015,20015,30015,40015,501505,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,123.8480779,0.139829013231331,0.128181819692307,0.119742352930909
OLSTEC_70,15,0.7,successful,10015,20015,30015,40015,501506,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,146.8357386,0.0701858596396111,0.077674933096878,0.0735653403923415
OLSTEC_80,15,0.7,successful,10015,20015,30015,40015,501507,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,146.02637,0.0610331249275509,0.0698361485050894,0.0626929873294678
OLSTEC_90,15,0.7,successful,10015,20015,30015,40015,501508,0.699975627481565,0.00999757540920509,0.00999757540920509,0.1,146.5930691,0.0565709567163651,0.0698079881868306,0.0581149759999433
