Comparison,ValidPairs,WallTimeGeometricMeanRatio,WallTimeRatioCILower,WallTimeRatioCIUpper,CoreTimeGeometricMeanRatio,CoreTimeRatioCILower,CoreTimeRatioCIUpper,CILevel,BootstrapResamples,WallTimeBootstrapSeed,CoreTimeBootstrapSeed,CIMethod
Huber-IRLS / squared-loss control,50,1.03265087225084,1.02868008576616,1.03657177131076,1.03297332795766,1.02895502448561,1.0369941242308,0.95,10000,20260729,20260730,Percentile bootstrap of paired geometric mean ratio
